date_time,nombre,date_time,tipo,precio,volumen,dia,BID,ASK,Mid_Price,Quoted_Spread,BID_depth,ASK_depth,Depth,log_depth,iniciado,delta_p,order_flow
2017-03-06 09:41:08,EXITO CB Equity,2017-03-06 09:41:08,TRADE,15340.0,119.0,2017-03-06 00:00:00,15320.0,15540.0,15430.0,71.28969539857421,7489.0,2000.0,9489.0,9.15788851197376,-1,,-119.0
2017-03-06 09:41:08,EXITO CB Equity,2017-03-06 09:41:08,TRADE,15340.0,2000.0,2017-03-06 00:00:00,15320.0,15540.0,15430.0,71.28969539857421,7489.0,2000.0,9489.0,9.15788851197376,-1,0.0,-2000.0
2017-03-06 10:16:43,EXITO CB Equity,2017-03-06 10:16:43,TRADE,15380.0,129.0,2017-03-06 00:00:00,15380.0,15500.0,15440.0,38.86010362694301,9272.0,11580.0,20852.0,9.945205145887996,-1,40.0,-129.0
2017-03-06 10:25:46,EXITO CB Equity,2017-03-06 10:25:46,TRADE,15380.0,265.0,2017-03-06 00:00:00,15380.0,15500.0,15440.0,38.86010362694301,21992.0,11580.0,33572.0,10.421447665202718,-1,0.0,-265.0
2017-03-06 11:03:13,EXITO CB Equity,2017-03-06 11:03:13,TRADE,15400.0,310.0,2017-03-06 00:00:00,15400.0,15500.0,15450.0,32.362459546925564,95780.0,11580.0,107360.0,11.58394295220551,-1,20.0,-310.0
2017-03-06 11:11:06,EXITO CB Equity,2017-03-06 11:11:06,TRADE,15400.0,2590.0,2017-03-06 00:00:00,15400.0,15500.0,15450.0,32.362459546925564,213198.0,11580.0,224778.0,12.322868527443921,-1,0.0,-2590.0
2017-03-06 11:11:06,EXITO CB Equity,2017-03-06 11:11:06,TRADE,15400.0,1000.0,2017-03-06 00:00:00,15400.0,15500.0,15450.0,32.362459546925564,212198.0,11580.0,223778.0,12.318409767972591,-1,0.0,-1000.0
2017-03-06 11:11:06,EXITO CB Equity,2017-03-06 11:11:06,TRADE,15400.0,2410.0,2017-03-06 00:00:00,15400.0,15500.0,15450.0,32.362459546925564,209788.0,11580.0,221368.0,12.307581754031835,-1,0.0,-2410.0
2017-03-06 12:06:16,EXITO CB Equity,2017-03-06 12:06:16,TRADE,15440.0,970.0,2017-03-06 00:00:00,15420.0,15480.0,15450.0,19.41747572815534,9617.0,2410.0,12027.0,9.394909401310617,-1,40.0,-970.0
2017-03-06 12:06:16,EXITO CB Equity,2017-03-06 12:06:16,TRADE,15420.0,2627.0,2017-03-06 00:00:00,15420.0,15480.0,15450.0,19.41747572815534,6990.0,2410.0,9400.0,9.148464968258095,-1,-20.0,-2627.0
2017-03-06 12:21:49,EXITO CB Equity,2017-03-06 12:21:49,TRADE,15480.0,2410.0,2017-03-06 00:00:00,15480.0,15500.0,15490.0,6.455777921239509,19558.0,3107.0,22665.0,10.02857716337495,-1,60.0,-2410.0
2017-03-06 12:38:36,EXITO CB Equity,2017-03-06 12:38:36,TRADE,15480.0,1150.0,2017-03-06 00:00:00,15480.0,15500.0,15490.0,6.455777921239509,22602.0,3107.0,25709.0,10.15459640413204,-1,0.0,-1150.0
2017-03-06 12:42:14,EXITO CB Equity,2017-03-06 12:42:14,TRADE,15480.0,522.0,2017-03-06 00:00:00,15420.0,15480.0,15450.0,19.41747572815534,12005.0,2956.0,14961.0,9.613202094214232,1,0.0,522.0
2017-03-06 12:42:14,EXITO CB Equity,2017-03-06 12:42:14,TRADE,15480.0,1000.0,2017-03-06 00:00:00,15420.0,15480.0,15450.0,19.41747572815534,12005.0,1956.0,13961.0,9.544023006988647,1,0.0,1000.0
2017-03-06 13:05:47,EXITO CB Equity,2017-03-06 13:05:47,TRADE,15460.0,300.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,34835.0,1268.0,36103.0,10.494131243361226,1,-20.0,300.0
2017-03-06 14:16:01,EXITO CB Equity,2017-03-06 14:16:01,TRADE,15420.0,2495.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,65747.0,3652.0,69399.0,11.14762773716918,-1,-40.0,-2495.0
2017-03-06 14:16:01,EXITO CB Equity,2017-03-06 14:16:01,TRADE,15420.0,612.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,65135.0,3652.0,68787.0,11.138770052579103,-1,0.0,-612.0
2017-03-06 14:16:11,EXITO CB Equity,2017-03-06 14:16:11,TRADE,15420.0,1898.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,74169.0,3652.0,77821.0,11.262166596623034,-1,0.0,-1898.0
2017-03-06 14:16:11,EXITO CB Equity,2017-03-06 14:16:11,TRADE,15420.0,1580.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,72589.0,3652.0,76241.0,11.241654654716355,-1,0.0,-1580.0
2017-03-06 14:16:33,EXITO CB Equity,2017-03-06 14:16:33,TRADE,15420.0,1166.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,82622.0,3652.0,86274.0,11.365283557055797,-1,0.0,-1166.0
2017-03-06 14:16:33,EXITO CB Equity,2017-03-06 14:16:33,TRADE,15420.0,1000.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,81622.0,3652.0,85274.0,11.353624880451743,-1,0.0,-1000.0
2017-03-06 14:16:33,EXITO CB Equity,2017-03-06 14:16:33,TRADE,15420.0,2510.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,79112.0,3652.0,82764.0,11.323748463219292,-1,0.0,-2510.0
2017-03-06 14:16:33,EXITO CB Equity,2017-03-06 14:16:33,TRADE,15420.0,324.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,78788.0,3652.0,82440.0,11.319826035004395,-1,0.0,-324.0
2017-03-06 14:16:54,EXITO CB Equity,2017-03-06 14:16:54,TRADE,15420.0,634.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,87214.0,5402.0,92616.0,11.436217191885564,-1,0.0,-634.0
2017-03-06 14:44:13,EXITO CB Equity,2017-03-06 14:44:13,TRADE,15460.0,25.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,87214.0,7102.0,94316.0,11.454406125490939,1,40.0,25.0
2017-03-06 15:16:13,EXITO CB Equity,2017-03-06 15:16:13,TRADE,15460.0,654.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,87214.0,7519.0,94733.0,11.458817687321998,1,0.0,654.0
2017-03-06 15:23:27,EXITO CB Equity,2017-03-06 15:23:27,TRADE,15420.0,703.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,94254.0,7519.0,101773.0,11.530500121986739,-1,-40.0,-703.0
2017-03-06 15:23:27,EXITO CB Equity,2017-03-06 15:23:27,TRADE,15420.0,2510.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,91744.0,7519.0,99263.0,11.505528172339753,-1,0.0,-2510.0
2017-03-06 15:23:27,EXITO CB Equity,2017-03-06 15:23:27,TRADE,15420.0,1000.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,90744.0,7519.0,98263.0,11.49540283650021,-1,0.0,-1000.0
2017-03-06 15:23:27,EXITO CB Equity,2017-03-06 15:23:27,TRADE,15420.0,787.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,89957.0,7519.0,97476.0,11.487361472838954,-1,0.0,-787.0
2017-03-06 15:36:40,EXITO CB Equity,2017-03-06 15:36:40,TRADE,15460.0,420.0,2017-03-06 00:00:00,15420.0,15460.0,15440.0,12.953367875647668,108269.0,11521.0,119790.0,11.693495488725377,1,40.0,420.0
