date_time,nombre,date_time,tipo,precio,volumen,dia,BID,ASK,Mid_Price,Quoted_Spread,BID_depth,ASK_depth,Depth,log_depth,iniciado,delta_p,order_flow
2017-03-03 09:31:01,ISA CB Equity,2017-03-03 09:31:01,TRADE,11300.0,885.0,2017-03-03 00:00:00,11240.0,11480.0,11360.0,105.63380281690141,9954.0,20000.0,29954.0,10.30741815055234,-1,,-885.0
2017-03-03 09:31:01,ISA CB Equity,2017-03-03 09:31:01,TRADE,11240.0,46.0,2017-03-03 00:00:00,11240.0,11480.0,11360.0,105.63380281690141,9908.0,20000.0,29908.0,10.305881282119806,-1,-60.0,-46.0
2017-03-03 09:32:52,ISA CB Equity,2017-03-03 09:32:52,TRADE,11300.0,400.0,2017-03-03 00:00:00,11260.0,11460.0,11360.0,88.02816901408451,3900.0,7000.0,10900.0,9.296518068217235,-1,60.0,-400.0
2017-03-03 09:33:05,ISA CB Equity,2017-03-03 09:33:05,TRADE,11260.0,836.0,2017-03-03 00:00:00,11260.0,11460.0,11360.0,88.02816901408451,6128.0,7000.0,13128.0,9.482502632769927,-1,-40.0,-836.0
2017-03-03 09:42:08,ISA CB Equity,2017-03-03 09:42:08,TRADE,11380.0,200.0,2017-03-03 00:00:00,11380.0,11400.0,11390.0,8.779631255487269,412.0,10319.0,10731.0,9.280892027927127,-1,120.0,-200.0
2017-03-03 09:42:11,ISA CB Equity,2017-03-03 09:42:11,TRADE,11380.0,206.0,2017-03-03 00:00:00,11320.0,11400.0,11360.0,35.2112676056338,757.0,10319.0,11076.0,9.312535884290853,1,0.0,206.0
2017-03-03 09:46:51,ISA CB Equity,2017-03-03 09:46:51,TRADE,11320.0,757.0,2017-03-03 00:00:00,11300.0,11400.0,11350.0,44.052863436123346,10224.0,10319.0,20543.0,9.930275529292512,-1,-60.0,-757.0
2017-03-03 09:46:51,ISA CB Equity,2017-03-03 09:46:51,TRADE,11300.0,1576.0,2017-03-03 00:00:00,11300.0,11400.0,11350.0,44.052863436123346,8648.0,10319.0,18967.0,9.850455905984322,-1,-20.0,-1576.0
2017-03-03 09:47:33,ISA CB Equity,2017-03-03 09:47:33,TRADE,11300.0,424.0,2017-03-03 00:00:00,11300.0,11380.0,11340.0,35.27336860670194,19448.0,1022.0,20470.0,9.926715678655334,-1,0.0,-424.0
2017-03-03 09:47:33,ISA CB Equity,2017-03-03 09:47:33,TRADE,11300.0,576.0,2017-03-03 00:00:00,11300.0,11380.0,11340.0,35.27336860670194,18872.0,1022.0,19894.0,9.898173457712359,-1,0.0,-576.0
2017-03-03 09:49:41,ISA CB Equity,2017-03-03 09:49:41,TRADE,11300.0,46.0,2017-03-03 00:00:00,11300.0,11380.0,11340.0,35.27336860670194,24104.0,1022.0,25126.0,10.131658445564364,-1,0.0,-46.0
2017-03-03 09:58:19,ISA CB Equity,2017-03-03 09:58:19,TRADE,11300.0,1121.0,2017-03-03 00:00:00,11300.0,11380.0,11340.0,35.27336860670194,27140.0,1022.0,28162.0,10.245728830477256,-1,0.0,-1121.0
2017-03-03 09:58:53,ISA CB Equity,2017-03-03 09:58:53,TRADE,11300.0,2000.0,2017-03-03 00:00:00,11300.0,11380.0,11340.0,35.27336860670194,27454.0,1022.0,28476.0,10.256816906223763,-1,0.0,-2000.0
2017-03-03 10:01:38,ISA CB Equity,2017-03-03 10:01:38,TRADE,11380.0,67.0,2017-03-03 00:00:00,11280.0,11380.0,11330.0,44.1306266548985,3900.0,3866.0,7766.0,8.957510510291613,1,80.0,67.0
2017-03-03 10:05:14,ISA CB Equity,2017-03-03 10:05:14,TRADE,11220.0,589.0,2017-03-03 00:00:00,11220.0,11380.0,11300.0,70.79646017699115,6622.0,3866.0,10488.0,9.257987025443535,-1,-160.0,-589.0
2017-03-03 10:35:25,ISA CB Equity,2017-03-03 10:35:25,TRADE,11320.0,1175.0,2017-03-03 00:00:00,11320.0,11360.0,11340.0,17.63668430335097,7650.0,10012.0,17662.0,9.779170718028748,-1,100.0,-1175.0
2017-03-03 10:35:25,ISA CB Equity,2017-03-03 10:35:25,TRADE,11320.0,6.0,2017-03-03 00:00:00,11320.0,11380.0,11350.0,26.431718061674008,11463.0,1933.0,13396.0,9.502711433914095,-1,0.0,-6.0
2017-03-03 10:41:26,ISA CB Equity,2017-03-03 10:41:26,TRADE,11400.0,5000.0,2017-03-03 00:00:00,11340.0,11400.0,11370.0,26.385224274406333,4000.0,54081.0,58081.0,10.96959386698131,1,80.0,5000.0
2017-03-03 10:41:26,ISA CB Equity,2017-03-03 10:41:26,TRADE,11400.0,3819.0,2017-03-03 00:00:00,11340.0,11400.0,11370.0,26.385224274406333,4000.0,50262.0,54262.0,10.901579445098683,1,0.0,3819.0
2017-03-03 10:41:40,ISA CB Equity,2017-03-03 10:41:40,TRADE,11400.0,757.0,2017-03-03 00:00:00,11340.0,11400.0,11370.0,26.385224274406333,4000.0,73879.0,77879.0,11.262911619136622,1,0.0,757.0
2017-03-03 10:41:40,ISA CB Equity,2017-03-03 10:41:40,TRADE,11400.0,743.0,2017-03-03 00:00:00,11340.0,11400.0,11370.0,26.385224274406333,4000.0,118641.0,122641.0,11.717016667458962,1,0.0,743.0
2017-03-03 10:41:40,ISA CB Equity,2017-03-03 10:41:40,TRADE,11400.0,1757.0,2017-03-03 00:00:00,11340.0,11400.0,11370.0,26.385224274406333,4000.0,116884.0,120884.0,11.70258668706757,1,0.0,1757.0
2017-03-03 10:41:48,ISA CB Equity,2017-03-03 10:41:48,TRADE,11400.0,8243.0,2017-03-03 00:00:00,11400.0,11440.0,11420.0,17.513134851138354,0.0,1211.0,1211.0,7.099201743553092,-1,0.0,-8243.0
2017-03-03 10:41:48,ISA CB Equity,2017-03-03 10:41:48,TRADE,11400.0,10000.0,2017-03-03 00:00:00,11400.0,11440.0,11420.0,17.513134851138354,0.0,1211.0,1211.0,7.099201743553092,-1,0.0,-10000.0
2017-03-03 10:41:48,ISA CB Equity,2017-03-03 10:41:48,TRADE,11400.0,3631.0,2017-03-03 00:00:00,11400.0,11440.0,11420.0,17.513134851138354,0.0,1211.0,1211.0,7.099201743553092,-1,0.0,-3631.0
2017-03-03 10:43:30,ISA CB Equity,2017-03-03 10:43:30,TRADE,11400.0,3126.0,2017-03-03 00:00:00,11360.0,11420.0,11390.0,26.33889376646181,4000.0,20297.0,24297.0,10.0981081649171,1,0.0,3126.0
2017-03-03 10:51:11,ISA CB Equity,2017-03-03 10:51:11,TRADE,11400.0,297.0,2017-03-03 00:00:00,11360.0,11400.0,11380.0,17.57469244288225,4000.0,5695.0,9695.0,9.179365567676752,1,0.0,297.0
2017-03-03 10:51:11,ISA CB Equity,2017-03-03 10:51:11,TRADE,11400.0,602.0,2017-03-03 00:00:00,11360.0,11400.0,11380.0,17.57469244288225,4000.0,5093.0,9093.0,9.115260165725912,1,0.0,602.0
2017-03-03 10:51:22,ISA CB Equity,2017-03-03 10:51:22,TRADE,11400.0,1398.0,2017-03-03 00:00:00,11400.0,11420.0,11410.0,8.76424189307625,2602.0,10000.0,12602.0,9.441610810502,-1,0.0,-1398.0
2017-03-03 10:57:25,ISA CB Equity,2017-03-03 10:57:25,TRADE,11400.0,2000.0,2017-03-03 00:00:00,11320.0,11400.0,11360.0,35.2112676056338,23832.0,8110.0,31942.0,10.371677037216255,1,0.0,2000.0
2017-03-03 10:57:25,ISA CB Equity,2017-03-03 10:57:25,TRADE,11400.0,110.0,2017-03-03 00:00:00,11320.0,11400.0,11360.0,35.2112676056338,23832.0,8000.0,31832.0,10.368227352106764,1,0.0,110.0
2017-03-03 10:57:25,ISA CB Equity,2017-03-03 10:57:25,TRADE,11400.0,2000.0,2017-03-03 00:00:00,11320.0,11400.0,11360.0,35.2112676056338,23832.0,6000.0,29832.0,10.303336921858657,1,0.0,2000.0
2017-03-03 10:57:25,ISA CB Equity,2017-03-03 10:57:25,TRADE,11400.0,2000.0,2017-03-03 00:00:00,11320.0,11400.0,11360.0,35.2112676056338,23832.0,4000.0,27832.0,10.233941716831778,1,0.0,2000.0
2017-03-03 10:57:25,ISA CB Equity,2017-03-03 10:57:25,TRADE,11400.0,2000.0,2017-03-03 00:00:00,11320.0,11400.0,11360.0,35.2112676056338,23832.0,2000.0,25832.0,10.15936931243811,1,0.0,2000.0
2017-03-03 10:57:25,ISA CB Equity,2017-03-03 10:57:25,TRADE,11400.0,2000.0,2017-03-03 00:00:00,11320.0,11400.0,11360.0,35.2112676056338,23832.0,0.0,23832.0,10.078784494393119,1,0.0,2000.0
2017-03-03 10:57:25,ISA CB Equity,2017-03-03 10:57:25,TRADE,11400.0,19890.0,2017-03-03 00:00:00,11320.0,11400.0,11360.0,35.2112676056338,23832.0,0.0,23832.0,10.078784494393119,1,0.0,19890.0
2017-03-03 10:57:36,ISA CB Equity,2017-03-03 10:57:36,TRADE,11340.0,4832.0,2017-03-03 00:00:00,11320.0,11400.0,11360.0,35.2112676056338,11882.0,0.0,11882.0,9.382779928915687,-1,-60.0,-4832.0
2017-03-03 10:57:36,ISA CB Equity,2017-03-03 10:57:36,TRADE,11320.0,3118.0,2017-03-03 00:00:00,11320.0,11400.0,11360.0,35.2112676056338,8764.0,0.0,8764.0,9.078407700715356,-1,-20.0,-3118.0
2017-03-03 10:57:44,ISA CB Equity,2017-03-03 10:57:44,TRADE,11400.0,10110.0,2017-03-03 00:00:00,11320.0,11420.0,11370.0,43.97537379067722,8764.0,10000.0,18764.0,9.839695419448349,1,80.0,10110.0
2017-03-03 11:11:10,ISA CB Equity,2017-03-03 11:11:10,TRADE,11300.0,500.0,2017-03-03 00:00:00,11300.0,11360.0,11330.0,26.4783759929391,12146.0,1720.0,13866.0,9.537195079502435,-1,-100.0,-500.0
2017-03-03 11:11:11,ISA CB Equity,2017-03-03 11:11:11,TRADE,11300.0,360.0,2017-03-03 00:00:00,11300.0,11380.0,11340.0,35.27336860670194,15308.0,1468.0,16776.0,9.727704572581755,-1,0.0,-360.0
2017-03-03 11:16:38,ISA CB Equity,2017-03-03 11:16:38,TRADE,11320.0,22.0,2017-03-03 00:00:00,11300.0,11320.0,11310.0,8.841732979664014,15486.0,8343.0,23829.0,10.078658605301241,1,20.0,22.0
