dia,coef_regresion,p_value,trades
2017-07-26,2.2000304703931566e-06,0.8253911765149323,86
2017-07-27,1.3781914483653196e-05,0.01784453197679128,80
2017-07-28,1.3353767346330446e-07,0.8439658341310087,50
2017-07-31,1.006353247954522e-05,0.11638526472370636,63
2017-08-01,2.258122928115536e-05,0.11912048560326767,41
2017-08-02,1.5535443996931462e-06,0.00655868759043408,297
2017-08-03,7.154803286757059e-06,0.15925453737875153,91
2017-08-04,1.0056729794995899e-05,0.1361862032704783,96
2017-08-08,6.081319845427648e-06,0.47175445297449536,87
2017-08-09,1.5399388701496553e-05,0.03237419537128523,66
2017-08-10,3.6628929045887914e-08,0.9776153287488324,64
2017-08-11,2.334170763429828e-06,0.23435597012686124,116
2017-08-14,1.8688985539596235e-06,0.02878834955035689,310
