dia,coef_regresion,p_value,trades
2017-07-31,0.00013607020925119142,0.7136871604510584,40
2017-08-01,0.00018007363036057482,0.23264272627288773,124
2017-08-02,0.000137151569195397,0.356892303364708,83
2017-08-03,-4.480149386883983e-05,0.9371612043857391,46
2017-08-04,-0.0008247336503694634,0.5348733837835111,27
2017-08-08,0.000132654967164967,0.12350979539647863,124
2017-08-09,0.00014114835555396405,0.2870476251578392,118
2017-08-10,0.0001629487950232568,0.6993182760988745,122
2017-08-11,0.0008095578171921448,0.2961536471028904,50
2017-08-14,0.0007994581506625445,0.033832981844609096,47
2017-08-15,0.0004785974549118899,0.02418359407504389,167
2017-08-16,-2.971920110497609e-07,0.9974506672237036,188
2017-08-17,2.0368297963856903e-06,0.9706951112019084,151
2017-08-18,0.000681242414476966,0.414498927243686,62
