dia,coef_regresion,p_value,trades
2017-03-03,0.0027386595591731323,0.037202681813304425,94
2017-03-06,0.002898879886797892,0.009970763056793477,105
2017-03-07,0.00020187846918874122,0.3175176766945426,102
2017-03-08,0.0005682645073004787,0.4449541864044011,59
2017-03-09,2.985175975306011e-05,0.7916413114692222,113
2017-03-10,-0.0006860749130537548,0.1935858070951818,42
2017-03-13,0.001348417154700908,0.03710308421385961,79
2017-03-14,0.0020203673190643764,0.005259676214903358,85
2017-03-15,0.0012345182161573247,0.021950144899443257,97
2017-03-16,0.0011484245899111008,0.06811581877616954,126
2017-03-17,0.0005702456961793795,0.11711385169978425,139
2017-03-21,0.0011503326126019967,0.11940761724774455,203
2017-03-22,0.003113966986596241,3.87884802234229e-50,292
2017-03-23,0.0008589608522598437,6.823209116716523e-11,204
2017-03-24,0.0020053290059631104,0.11833481912765624,89
2017-03-27,0.0006533325109271603,0.6165883719856475,70
2017-03-28,0.000232887943195313,0.47381585768926704,123
2017-03-29,0.002523740780316922,0.09005118490263891,66
2017-03-30,-0.0006012583584182007,0.40194784746556256,90
2017-03-31,0.0005285200150485892,0.004264403336981214,47
2017-04-03,-0.00047944569794610754,0.10574534211363076,52
2017-04-04,0.00034294423897321164,0.483358218471192,75
2017-04-05,2.0438687724473347e-05,0.7619912977125247,165
2017-04-06,0.001100623346066813,0.08908619150194336,88
2017-04-07,8.760771466807966e-05,0.4079533148373502,143
2017-04-10,0.0005914203801663037,0.4259234731490704,41
2017-04-11,0.00016092455034944997,0.45235108153288284,115
2017-04-12,0.000526729072051495,0.002894981712473113,211
2017-04-17,0.0006894488069133647,0.26048696902184687,148
2017-04-18,0.00013515153023345113,0.42752870527097697,133
2017-04-19,7.134901074805518e-05,0.19897312444436094,186
2017-04-20,-1.778117464257191e-05,0.8979929718001418,102
2017-04-21,0.0008850356003074036,0.27913813572567553,76
2017-04-24,-0.0021569420731586907,6.190751074130529e-10,84
2017-04-25,0.0013777606783490336,0.008471022950103138,90
2017-04-26,0.0018418436859983468,5.741685053388431e-06,70
2017-04-27,5.904719669463739e-05,0.49581055253654704,121
2017-04-28,-0.00015237331311443436,0.3095053589306838,61
2017-05-02,-8.171026751976028e-05,0.7652103763580663,104
2017-05-03,0.0032842169230723837,0.011590646446015677,72
2017-05-04,0.0011065914619174321,0.284278117444369,61
2017-05-05,0.0006711843775091125,0.3216111895707929,63
2017-05-08,0.00012889225726270834,0.6506557571108815,150
2017-05-09,-0.0003917975443965354,0.4836277300772539,124
2017-05-10,0.0012467037303944104,0.06105463488381338,126
2017-05-11,5.605038319685384e-05,0.8365685720596097,191
2017-05-12,0.0005296760866036897,0.3264747019822156,187
2017-05-15,-0.0005219700109107391,0.03994222128733799,154
2017-05-16,0.0009345000140449922,0.1925220247518918,192
2017-05-17,0.0003776755187887251,0.194699089344621,188
2017-05-18,0.0004602640830560972,0.09003472903625011,239
2017-05-19,5.226115339203988e-07,0.997185785447988,219
2017-05-22,0.00035893951858458875,0.3203655354122153,194
2017-05-23,0.000222398666678106,0.23490126011539308,285
2017-05-24,0.00022657743454535082,0.18496841580030934,362
2017-05-25,0.00023436773873146839,0.253911248731184,271
2017-05-26,-1.598989405396103e-05,0.9298363418622939,305
2017-05-30,-3.18547029893191e-08,0.9996898035100878,265
2017-05-31,3.1842337637754287e-06,0.8884096299272457,257
2017-06-01,0.0009362579794243006,0.004056175904220436,171
2017-06-02,4.9383794465409744e-05,0.6608304013765942,114
2017-06-05,0.0017011588048756554,0.016394203158407047,111
2017-06-06,-7.144657209354065e-05,0.5382058433950123,199
2017-06-07,0.0010323313823055044,0.22512328901933742,139
2017-06-08,0.0002331548781192696,0.5134160663205425,170
2017-06-09,0.0006637205282107448,0.23506464787115486,107
2017-06-12,-0.001579698391802684,0.027483876085064272,125
2017-06-13,0.00014903769497956622,0.3757984365619027,139
2017-06-14,4.5743950497869416e-05,0.8388287383177835,160
2017-06-15,0.00017816348153354056,0.7185392162845938,120
2017-06-16,-0.00021535921451700592,0.6330617475489564,113
2017-06-20,0.0003644022040710829,0.6168622875481633,140
2017-06-21,0.0017251433854350688,4.883968340327369e-06,131
2017-06-22,0.00019609603348226255,0.6283285489880783,109
2017-06-23,4.533417241899023e-05,0.9253491201321937,125
2017-06-27,0.0015210496662484958,0.18840163913297797,168
2017-06-28,3.0332538684599653e-05,0.8468618090656092,73
2017-06-29,3.7701095600047664e-05,0.9314129949345128,77
2017-06-30,-7.832944688746749e-05,0.6611312536486367,133
2017-07-04,0.000589380721063826,0.44804626577435835,64
2017-07-05,0.0003022305066367296,0.16948923320053866,104
2017-07-06,0.00076959495669175,0.08849498117472733,142
2017-07-07,9.025473699753052e-05,0.7897639311743219,71
2017-07-10,0.0019965687594649733,0.18615693702529687,67
2017-07-11,0.00011226812766928476,0.8702319065024651,148
2017-07-12,0.000427944415111322,0.12768666412721663,144
2017-07-13,6.77935268398519e-05,0.6647915773689181,113
2017-07-14,0.0012999058796901665,0.0004818777929554126,116
2017-07-17,0.00024712476227413535,0.4342898456906459,100
2017-07-18,8.361007717255132e-05,0.8213108928522824,145
2017-07-19,0.0002546220188720818,0.32964763990883317,110
2017-07-21,0.0003451558834415592,0.5564570816501772,90
2017-07-24,-4.2053802339155725e-05,0.7669104722433899,102
2017-07-25,0.0004023930504714699,0.5283504752593374,186
2017-07-26,-0.0020256941749598454,1.9140509436350045e-05,65
2017-07-27,-0.0002285052806090101,0.6412391441827514,100
2017-07-28,-0.000352954253367441,0.667507206097482,58
