dia,coef_regresion,p_value,trades
2017-07-25,1.1994905639617969e-06,0.41293620059443337,433
2017-07-26,4.019394659593114e-06,0.017540057628890673,505
2017-07-27,4.266326012351705e-06,0.16922060310965253,351
2017-07-28,6.1749098910285945e-06,0.01582770577650601,386
2017-07-31,9.655767249222583e-06,0.009527453593776844,268
2017-08-01,1.2542856509870308e-06,0.15202703702310444,382
2017-08-02,4.130354871051503e-06,0.2337729536517968,239
2017-08-03,5.0870807113233065e-06,0.015053449800193805,359
2017-08-04,5.558031352033912e-07,0.773438529093976,256
2017-08-08,3.7113008913769016e-06,0.13464377045185816,366
2017-08-09,2.510615530068814e-06,0.15755384966139807,372
2017-08-10,-2.765587941134495e-06,0.33680324824736285,310
2017-08-11,1.6812054034695073e-06,0.19760110142579795,253
