dia,coef_regresion,p_value,trades
2017-03-03,0.0015439573860141806,0.5294267470615637,48
2017-03-06,-0.012571201832753879,0.0001411152643704989,27
2017-03-07,0.0032995369217356718,1.2836134578026193e-05,69
2017-03-08,0.0017690419421856635,0.47721772040711496,43
2017-03-09,0.0007089962540377206,0.7831515061170062,36
2017-03-10,-0.00014035050415745257,0.26562057557526997,46
2017-03-13,-0.0012635589297044056,0.5383429346089823,54
2017-03-14,-0.0002169500074575014,0.7720096457890133,152
2017-03-15,-0.004808299595934339,0.06056291801090918,39
2017-03-16,-0.0005531335430153812,0.15617147376001034,52
2017-03-17,-5.349340383025429e-05,0.5963624506302698,63
2017-03-21,-0.00027838077538649416,0.03110533838517011,130
2017-03-22,0.0006159439071991565,0.291298192398628,143
2017-03-23,-1.223718602728702e-05,0.8533084984973055,164
2017-03-24,0.00012559681315399272,0.8996131957824512,22
2017-03-27,3.0247754192811126e-05,0.923106704180922,151
2017-03-28,0.00041895775833659693,1.7861379927445556e-07,251
2017-03-29,0.00011128085389488181,0.6103164383979247,73
2017-03-30,-0.0004320616696362997,0.0530298674600657,155
2017-03-31,0.006544010305128135,0.02145084369904033,54
2017-04-03,-0.0003398568622726124,0.41723130044938683,117
2017-04-04,-0.0013625334555726499,0.13083915802846616,79
2017-04-05,-9.727864797874354e-05,0.9124472958626701,120
2017-04-06,0.00025305131311347147,0.6242037547813362,112
2017-04-07,0.000736699185080089,0.12967207262936814,142
2017-04-10,0.00020824699451287557,0.3337057745358689,69
2017-04-11,0.0006606957059448879,0.7838312962797253,28
2017-04-12,0.008111587860691953,0.7299546864058708,12
2017-04-17,-4.210887064091168e-05,0.9210150932122663,118
2017-04-18,3.559010442288099e-05,0.9802139000821923,62
2017-04-19,3.7989264413293207e-05,0.8396086753513567,230
2017-04-20,0.00046983278036321973,0.20508190753233838,164
2017-04-21,-7.108359014164782e-07,0.9972679466469878,132
2017-04-24,-8.83765064892847e-06,0.9115105226732205,258
2017-04-25,0.00020011708011871942,0.39328321419504664,146
2017-04-26,0.0002795923333289552,0.6052190111734135,146
2017-04-27,0.0002263151402409419,0.9585377112600573,32
2017-04-28,-0.0011023041951765448,0.15258176786171043,51
2017-05-02,0.0009253577902932427,0.04699817401948528,61
2017-05-03,-0.0003810971723313358,0.5001111494017307,75
2017-05-04,0.00017040229652958406,0.1742656449472027,133
2017-05-05,6.1192981467857195e-06,0.988032931732296,207
2017-05-08,0.00018573188245356938,0.5319561972724098,268
2017-05-09,0.0005864652772449322,0.007135263881045822,364
2017-05-10,0.00021945412051800465,0.5450287818537979,328
2017-05-11,0.00029390225432819356,0.13711636594902504,263
2017-05-12,0.00029105015296654465,0.46445222813708154,186
2017-05-15,0.0005100799057895412,0.009492246917961961,191
2017-05-16,0.00013251151355145161,0.4003018106868129,553
2017-05-17,-7.286736614289838e-05,0.20419226896032608,559
2017-05-18,1.2169208630476039e-05,0.9605544156675174,337
2017-05-19,0.00016126970161637087,0.3173997839086999,442
2017-05-22,0.00023336928257092053,0.0068527753699090055,312
2017-05-23,4.9935582293255296e-05,0.7413741068008843,295
2017-05-24,-2.0182601342386535e-05,0.7276389167321692,333
2017-05-25,0.00036994993989533545,0.3772251517087504,101
2017-05-26,-5.238804757376832e-05,0.6272571832055066,174
2017-05-30,3.981050672004793e-05,0.7574919716920383,165
2017-05-31,6.354334950985717e-05,8.696721540765994e-11,414
2017-06-01,0.0010944935897785398,3.647983839185831e-10,195
2017-06-02,3.6475150168419356e-06,0.9783175662098109,239
2017-06-05,0.0009551283445222725,0.022531724419957856,140
2017-06-06,-0.00017267214373597084,0.41088315236427597,236
2017-06-07,0.0001847242260560964,0.6641071740851874,217
2017-06-08,-0.002486513956286895,0.0006464369594927673,118
2017-06-09,9.669405412702795e-05,0.42463000720610233,122
2017-06-12,0.001441740667968916,0.11412773181851747,63
2017-06-13,7.204103700257547e-05,0.7934457283874558,112
2017-06-14,0.00015284292226848439,0.6431261831480464,231
2017-06-15,-0.0010682642083949835,0.0007338443218426263,97
2017-06-16,0.0015271233466174368,0.09792133527418283,141
2017-06-20,0.004242223503224149,0.0002849328979061016,122
2017-06-21,0.01142101604992079,7.669094143292725e-13,146
2017-06-22,4.688273776097529e-06,0.9958475431981376,98
2017-06-23,-0.002631524068387365,7.885367787869023e-05,132
2017-06-27,0.000439617264378556,0.9424961275635588,48
2017-06-28,0.007785676231069272,0.5153198041100504,73
2017-06-29,0.00010653065015213829,0.9705059822671906,72
2017-06-30,0.0002789793109260136,0.8857749030351019,65
2017-07-04,0.0029047978723301705,0.6459904583086735,70
2017-07-05,0.0020793055892711332,0.1766648203852684,66
2017-07-06,0.0036466933774347956,0.1909478235074799,91
2017-07-07,0.0010770464171365405,0.9260391597363244,45
2017-07-10,5.222761623266952e-05,0.8834713299150289,103
2017-07-11,0.0003927576225589453,0.4567873372663178,115
2017-07-12,0.004687780657559977,0.2945339962943948,113
2017-07-13,0.003895474779087503,0.2077776547648057,50
2017-07-14,0.0005936988351351953,0.4177074278869588,149
2017-07-17,0.000484605961338932,0.02071950295236705,286
2017-07-18,-0.00013757171530808014,0.6012525290783747,138
2017-07-19,0.0002873506238482793,0.6265733705313107,182
2017-07-21,-0.0012392335778738251,0.8726771178919859,42
2017-07-24,1.6004812413192944e-06,0.9963062959853857,105
2017-07-25,0.0037182719605424333,0.24111752515461682,86
2017-07-26,0.000584165397248796,0.5816415765140981,130
2017-07-27,0.001853679935646417,0.3872648275273799,96
2017-07-28,-0.001628864796239914,0.2932939321051163,58
