dia,coef_regresion,p_value,trades
2017-03-03,0.008372982560780673,0.250572545665459,67
2017-03-06,0.001315644146819074,0.83648334244217,84
2017-03-07,0.000510424724276715,0.25356013571788233,131
2017-03-08,0.00017357140516236787,0.5660091304122625,126
2017-03-09,-2.204531056737555e-05,0.7666798914221372,131
2017-03-10,0.001705993865448317,0.0881399575471328,130
2017-03-13,-0.00022783141946909646,0.581435796551395,99
2017-03-14,0.00033571201585321365,0.07692302140212967,288
2017-03-15,0.0014441663976018774,0.07524283700658328,154
2017-03-16,0.001236228849473737,0.3065082308338268,136
2017-03-17,0.00025569679617844465,0.3300837143614843,195
2017-03-21,-2.1826539358230364e-05,0.8324046896893181,350
2017-03-22,0.0005519440294946752,0.08653207161292514,339
2017-03-23,-8.09042340863739e-05,0.6789168237653336,252
2017-03-24,2.9865598882132375e-05,0.9389456139551551,192
2017-03-27,0.000843775654751968,0.015598289163400223,240
2017-03-28,0.00029617526839898113,0.028350549005264288,331
2017-03-29,6.314607104928377e-06,0.9941524489136142,112
2017-03-30,0.0008409942839825314,0.11732970259822681,249
2017-03-31,-0.0003010918453135445,0.09279575623817864,133
2017-04-03,0.0012979630163085366,0.06395508310513782,256
2017-04-04,0.00040288215031792935,0.3155231298674627,198
2017-04-05,0.00011693547863419795,0.6624688874982877,313
2017-04-06,0.0004454203472361368,0.22979224921889654,208
2017-04-07,2.3254751633204466e-05,0.9202501664917173,225
2017-04-10,0.0005473746092598532,0.27230215045612005,98
2017-04-11,0.0031559784352835074,0.016166604260098763,142
2017-04-12,0.003586568558554899,0.1141849786056229,96
2017-04-17,0.0002566104257482319,0.8773687258121914,92
2017-04-18,0.0012350993821219226,0.19237041530980528,160
2017-04-19,0.00019821091342676106,0.05697467724829039,365
2017-04-20,0.0011655795279042985,0.00252568754986945,239
2017-04-21,0.00047976874587961815,0.0001135065980779328,268
2017-04-24,0.001174727541343134,5.888673693162834e-06,277
2017-04-25,-2.4903842713168028e-05,0.8983053110345635,194
2017-04-26,0.0025780664126736903,0.00528206303332133,213
2017-04-27,0.0009300626784749742,0.24656177215376915,154
2017-04-28,0.00098430156228044,4.474876263108238e-12,182
2017-05-02,0.0003704763744477367,0.45100217183311864,326
2017-05-03,0.00030536039822316144,0.5212322175753361,210
2017-05-04,0.00024822178536533106,0.09308663308137828,418
2017-05-05,0.00029837706763089026,0.1637653687655984,324
2017-05-08,-6.680808927836778e-05,0.6009279365444159,397
2017-05-09,-4.181803992491873e-05,0.8497127157977691,483
2017-05-10,0.00017107548866723038,0.2830007347325467,541
2017-05-11,-0.0002832122699415747,0.016261513282482983,653
2017-05-12,0.0004391411140978874,0.24951830583942325,247
2017-05-15,1.739796277048377e-05,0.9131902191384164,367
2017-05-16,0.0019772029823718535,0.00013640120480710188,394
2017-05-17,6.395561994819919e-05,0.83734281703721,342
2017-05-18,6.182460363023611e-06,0.9942869485597062,269
2017-05-19,0.0012833252705108105,0.005233948270888422,577
2017-05-22,0.002372145204761975,2.2297773871271e-06,295
2017-05-23,0.0006044406400006135,0.3961640348759614,323
2017-05-24,0.0017318430428756556,0.006618865382918083,260
2017-05-25,0.0015312817747305052,0.13834375303127588,104
2017-05-26,0.005858794950442182,6.241504443856996e-06,140
2017-05-30,0.0003872433785732967,0.8423221942235587,108
2017-05-31,0.008561138433185024,2.842597634596449e-84,309
2017-06-01,-0.0001835411995426566,0.18687654511853355,337
2017-06-02,4.449207362903843e-05,0.5839568436821982,244
2017-06-05,-0.0007959630053658132,0.05297449702705097,187
2017-06-06,0.0004995745623975886,0.26245104059402713,340
2017-06-07,0.0031972361258687052,0.05782949502243566,273
2017-06-08,0.0017735801553590083,0.04887765008163776,244
2017-06-09,0.005884829248822234,0.05928004499112044,102
2017-06-12,-0.0002898042238436894,0.015056516621795121,118
2017-06-13,-0.0001295637011830757,0.5018632062738243,218
2017-06-14,0.0005822483492988357,0.3297101265892789,231
2017-06-15,-0.0001329602268234832,0.7086959267969823,227
2017-06-16,-5.49142620064712e-05,0.9497189120456621,259
2017-06-20,0.00041770528988639135,0.6203135418986212,241
2017-06-21,0.0020201700583230547,0.437656806659413,249
2017-06-22,0.001106348553863428,0.05800485304306478,226
2017-06-23,-0.00030855153198670334,0.42149419653002973,305
2017-06-27,0.0005529498243164179,0.5696596723663744,118
2017-06-28,0.0026017807457955873,0.0020550319856695825,340
2017-06-29,-0.0017079325339243586,0.5051684732063739,165
2017-06-30,0.024596366676297204,1.4801813765127146e-06,88
2017-07-04,0.006285757459749113,0.2323330523489317,109
2017-07-05,0.003805952546918283,0.0003347161372350177,138
2017-07-06,0.0014276483488252127,0.6558523857640766,136
2017-07-07,0.006420270384144571,0.12428683825035976,78
2017-07-10,0.012112544692810383,0.019719937257397267,91
2017-07-11,0.0031327418716237277,0.06254915914707124,198
2017-07-12,0.004429019501558638,0.16923031459946902,157
2017-07-13,0.00047404683496726915,0.8900142909414578,107
2017-07-14,0.00028042038975938777,0.6443091945013919,281
2017-07-17,0.00017135631053776367,0.6094489422384826,343
2017-07-18,0.0006882877266723216,0.02698690649768799,276
2017-07-19,0.00045666201629262273,0.4649274948704082,322
2017-07-21,-0.004000185243236549,0.15679456776952141,74
2017-07-24,0.00024927403821904984,0.48120135596597835,255
2017-07-25,0.0015016177251731449,0.31285289647027603,164
2017-07-26,0.0002755960802307357,0.4758046975374002,291
2017-07-27,0.01285934199102465,7.878684027145792e-06,180
2017-07-28,-0.0011331098734385075,0.649379625978116,107
2017-07-31,-0.00021361745265313536,0.6254545356795276,154
